C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD
D1E4  C0 46     CPY #$46                        A:11 X:23 Y:46 P:65 SP:FB
D1E6  F0 04     BEQ $D1EC                       A:11 X:23 Y:46 P:67 SP:FB
D1EC  24 01     BIT $01 = 46                    A:11 X:23 Y:46 P:67 SP:FB
D1EE  A9 55     LDA #$55                        A:11 X:23 Y:46 P:E5 SP:FB
D1F0  85 78     STA $78 = FF                    A:55 X:23 Y:46 P:65 SP:FB
D1F2  A0 11     LDY #$11                        A:55 X:23 Y:46 P:65 SP:FB
D1F4  A9 23     LDA #$23                        A:55 X:23 Y:11 P:65 SP:FB
D1F6  A2 00     LDX #$00                        A:23 X:23 Y:11 P:65 SP:FB
D1F8  A6 78     LDX $78 = 55                    A:23 X:00 Y:11 P:67 SP:FB
D1FA  F0 10     BEQ $D20C                       A:23 X:55 Y:11 P:65 SP:FB
D1FC  30 0E     BMI $D20C                       A:23 X:55 Y:11 P:65 SP:FB
D1FE  E0 55     CPX #$55                        A:23 X:55 Y:11 P:65 SP:FB
D200  D0 0A     BNE $D20C                       A:23 X:55 Y:11 P:67 SP:FB
D202  C0 11     CPY #$11                        A:23 X:55 Y:11 P:67 SP:FB
D204  D0 06     BNE $D20C                       A:23 X:55 Y:11 P:67 SP:FB
D206  C9 23     CMP #$23                        A:23 X:55 Y:11 P:67 SP:FB
D208  50 02     BVC $D20C                       A:23 X:55 Y:11 P:67 SP:FB
D20A  F0 04     BEQ $D210                       A:23 X:55 Y:11 P:67 SP:FB
D210  A2 46     LDX #$46                        A:23 X:55 Y:11 P:67 SP:FB
D212  24 01     BIT $01 = 55                    A:23 X:46 Y:11 P:65 SP:FB
D214  86 78     STX $78 = FF                    A:23 X:46 Y:11 P:E5 SP:FB
D216  F0 0A     BEQ $D222                       A:23 X:46 Y:11 P:E5 SP:FB
D218  10 08     BPL $D222                       A:23 X:46 Y:11 P:E5 SP:FB
D21A  50 06     BVC $D222                       A:23 X:46 Y:11 P:E5 SP:FB
D21C  A6 78     LDX $78 = 46                    A:23 X:46 Y:11 P:E5 SP:FB
D21E  E0 46     CPX #$46                        A:23 X:46 Y:11 P:65 SP:FB
D220  F0 04     BEQ $D226                       A:23 X:46 Y:11 P:67 SP:FB
D226  A9 C0     LDA #$C0                        A:23 X:46 Y:11 P:67 SP:FB
D228  85 78     STA $78 = 46                    A:C0 X:46 Y:11 P:E5 SP:FB
D22A  A2 33     LDX #$33                        A:C0 X:46 Y:11 P:E5 SP:FB
D22C  A0 88     LDY #$88                        A:C0 X:33 Y:11 P:65 SP:FB
D22E  A9 05     LDA #$05                        A:C0 X:33 Y:88 P:E5 SP:FB
D230  24 78     BIT $78 = C0                    A:05 X:33 Y:88 P:65 SP:FB
D232  10 10     BPL $D244                       A:05 X:33 Y:88 P:E7 SP:FB
D234  50 0E     BVC $D244                       A:05 X:33 Y:88 P:E7 SP:FB
D236  D0 0C     BNE $D244                       A:05 X:33 Y:88 P:E7 SP:FB
D238  C9 05     CMP #$05                        A:05 X:33 Y:88 P:E7 SP:FB
D23A  D0 08     BNE $D244                       A:05 X:33 Y:88 P:67 SP:FB
D23C  E0 33     CPX #$33                        A:05 X:33 Y:88 P:67 SP:FB
D23E  D0 04     BNE $D244                       A:05 X:33 Y:88 P:67 SP:FB
D240  C0 88     CPY #$88                        A:05 X:33 Y:88 P:67 SP:FB
D242  F0 04     BEQ $D248                       A:05 X:33 Y:88 P:67 SP:FB
D248  A9 03     LDA #$03                        A:05 X:33 Y:88 P:67 SP:FB
D24A  85 78     STA $78 = C0                    A:03 X:33 Y:88 P:65 SP:FB
D24C  A9 01     LDA #$01                        A:03 X:33 Y:88 P:65 SP:FB
D24E  24 78     BIT $78 = 03                    A:01 X:33 Y:88 P:65 SP:FB
D250  30 08     BMI $D25A                       A:01 X:33 Y:88 P:25 SP:FB
D252  70 06     BVS $D25A                       A:01 X:33 Y:88 P:25 SP:FB
D254  F0 04     BEQ $D25A                       A:01 X:33 Y:88 P:25 SP:FB
D256  C9 01     CMP #$01                        A:01 X:33 Y:88 P:25 SP:FB
D258  F0 04     BEQ $D25E                       A:01 X:33 Y:88 P:27 SP:FB
D25E  A0 7E     LDY #$7E                        A:01 X:33 Y:88 P:27 SP:FB
D260  A9 AA     LDA #$AA                        A:01 X:33 Y:7E P:25 SP:FB
D262  85 78     STA $78 = 03                    A:AA X:33 Y:7E P:A5 SP:FB
D264  20 B6 F7  JSR $F7B6                       A:AA X:33 Y:7E P:A5 SP:FB
F7B6  18        CLC                             A:AA X:33 Y:7E P:A5 SP:F9
F7B7  A9 FF     LDA #$FF                        A:AA X:33 Y:7E P:A4 SP:F9
F7B9  85 01     STA $01 = AA                    A:FF X:33 Y:7E P:A4 SP:F9
F7BB  24 01     BIT $01 = FF                    A:FF X:33 Y:7E P:A4 SP:F9
F7BD  A9 55     LDA #$55                        A:FF X:33 Y:7E P:E4 SP:F9
F7BF  60        RTS                             A:55 X:33 Y:7E P:64 SP:F9
D267  05 78     ORA $78 = FF                    A:55 X:33 Y:7E P:64 SP:FB
D269  20 C0 F7  JSR $F7C0                       A:FF X:33 Y:7E P:E4 SP:FB
F7C0  B0 09     BCS $F7CB                       A:FF X:33 Y:7E P:E4 SP:F9
F7C2  10 07     BPL $F7CB                       A:FF X:33 Y:7E P:E4 SP:F9
F7C4  C9 FF     CMP #$FF                        A:FF X:33 Y:7E P:E4 SP:F9
F7C6  D0 03     BNE $F7CB                       A:FF X:33 Y:7E P:67 SP:F9
F7C8  50 01     BVC $F7CB                       A:FF X:33 Y:7E P:67 SP:F9
F7CA  60        RTS                             A:FF X:33 Y:7E P:67 SP:F9
D26C  C8        INY                             A:FF X:33 Y:7E P:67 SP:FB
D26D  A9 00     LDA #$00                        A:FF X:33 Y:7F P:65 SP:FB
D26F  85 78     STA $78 = AA                    A:00 X:33 Y:7F P:67 SP:FB
D271  20 CE F7  JSR $F7CE                       A:00 X:33 Y:7F P:67 SP:FB
F7CE  38        SEC                             A:00 X:33 Y:7F P:67 SP:F9
F7CF  B8        CLV                             A:00 X:33 Y:7F P:67 SP:F9
F7D0  A9 00     LDA #$00                        A:00 X:33 Y:7F P:27 SP:F9
F7D2  60        RTS                             A:00 X:33 Y:7F P:27 SP:F9
D274  05 78     ORA $78 = 00                    A:00 X:33 Y:7F P:27 SP:FB
D276  20 D3 F7  JSR $F7D3                       A:00 X:33 Y:7F P:27 SP:FB
F7D3  D0 07     BNE $F7DC                       A:00 X:33 Y:7F P:27 SP:F9
F7D5  70 05     BVS $F7DC                       A:00 X:33 Y:7F P:27 SP:F9
F7D7  90 03     BCC $F7DC                       A:00 X:33 Y:7F P:27 SP:F9
F7D9  30 01     BMI $F7DC                       A:00 X:33 Y:7F P:27 SP:F9
F7DB  60        RTS                             A:00 X:33 Y:7F P:27 SP:F9
D279  C8        INY                             A:00 X:33 Y:7F P:27 SP:FB
D27A  A9 AA     LDA #$AA                        A:00 X:33 Y:80 P:A5 SP:FB
D27C  85 78     STA $78 = 00                    A:AA X:33 Y:80 P:A5 SP:FB
D27E  20 DF F7  JSR $F7DF                       A:AA X:33 Y:80 P:A5 SP:FB
F7DF  18        CLC                             A:AA X:33 Y:80 P:A5 SP:F9
F7E0  24 01     BIT $01 = AA                    A:AA X:33 Y:80 P:A4 SP:F9
F7E2  A9 55     LDA #$55                        A:AA X:33 Y:80 P:E4 SP:F9
F7E4  60        RTS                             A:55 X:33 Y:80 P:64 SP:F9
D281  25 78     AND $78 = FF                    A:55 X:33 Y:80 P:64 SP:FB
D283  20 E5 F7  JSR $F7E5                       A:00 X:33 Y:80 P:66 SP:FB
F7E5  D0 07     BNE $F7EE                       A:00 X:33 Y:80 P:66 SP:F9
F7E7  50 05     BVC $F7EE                       A:00 X:33 Y:80 P:66 SP:F9
F7E9  B0 03     BCS $F7EE                       A:00 X:33 Y:80 P:66 SP:F9
F7EB  30 01     BMI $F7EE                       A:00 X:33 Y:80 P:66 SP:F9
F7ED  60        RTS                             A:00 X:33 Y:80 P:66 SP:F9
D286  C8        INY                             A:00 X:33 Y:80 P:66 SP:FB
D287  A9 EF     LDA #$EF                        A:00 X:33 Y:81 P:E4 SP:FB
D289  85 78     STA $78 = AA                    A:EF X:33 Y:81 P:E4 SP:FB
D28B  20 F1 F7  JSR $F7F1                       A:EF X:33 Y:81 P:E4 SP:FB
F7F1  38        SEC                             A:EF X:33 Y:81 P:E4 SP:F9
F7F2  B8        CLV                             A:EF X:33 Y:81 P:E5 SP:F9
F7F3  A9 F8     LDA #$F8                        A:EF X:33 Y:81 P:A5 SP:F9
F7F5  60        RTS                             A:F8 X:33 Y:81 P:A5 SP:F9
D28E  25 78     AND $78 = EF                    A:F8 X:33 Y:81 P:A5 SP:FB
D290  20 F6 F7  JSR $F7F6                       A:E8 X:33 Y:81 P:A5 SP:FB
F7F6  90 09     BCC $F801                       A:E8 X:33 Y:81 P:A5 SP:F9
F7F8  10 07     BPL $F801                       A:E8 X:33 Y:81 P:A5 SP:F9
F7FA  C9 E8     CMP #$E8                        A:E8 X:33 Y:81 P:A5 SP:F9
F7FC  D0 03     BNE $F801                       A:E8 X:33 Y:81 P:27 SP:F9
F7FE  70 01     BVS $F801                       A:E8 X:33 Y:81 P:27 SP:F9
F800  60        RTS                             A:E8 X:33 Y:81 P:27 SP:F9
D293  C8        INY                             A:E8 X:33 Y:81 P:27 SP:FB
D294  A9 AA     LDA #$AA                        A:E8 X:33 Y:82 P:A5 SP:FB
D296  85 78     STA $78 = EF                    A:AA X:33 Y:82 P:A5 SP:FB
D298  20 04 F8  JSR $F804                       A:AA X:33 Y:82 P:A5 SP:FB
F804  18        CLC                             A:AA X:33 Y:82 P:A5 SP:F9
F805  24 01     BIT $01 = AA                    A:AA X:33 Y:82 P:A4 SP:F9
F807  A9 5F     LDA #$5F                        A:AA X:33 Y:82 P:E4 SP:F9
F809  60        RTS                             A:5F X:33 Y:82 P:64 SP:F9
D29B  45 78     EOR $78 = FF                    A:5F X:33 Y:82 P:64 SP:FB
D29D  20 0A F8  JSR $F80A                       A:F5 X:33 Y:82 P:E4 SP:FB
F80A  B0 09     BCS $F815                       A:F5 X:33 Y:82 P:E4 SP:F9
F80C  10 07     BPL $F815                       A:F5 X:33 Y:82 P:E4 SP:F9
F80E  C9 F5     CMP #$F5                        A:F5 X:33 Y:82 P:E4 SP:F9
F810  D0 03     BNE $F815                       A:F5 X:33 Y:82 P:67 SP:F9
F812  50 01     BVC $F815                       A:F5 X:33 Y:82 P:67 SP:F9
F814  60        RTS                             A:F5 X:33 Y:82 P:67 SP:F9
D2A0  C8        INY                             A:F5 X:33 Y:82 P:67 SP:FB
D2A1  A9 70     LDA #$70                        A:F5 X:33 Y:83 P:E5 SP:FB
D2A3  85 78     STA $78 = AA                    A:70 X:33 Y:83 P:65 SP:FB
D2A5  20 18 F8  JSR $F818                       A:70 X:33 Y:83 P:65 SP:FB
F818  38        SEC                             A:70 X:33 Y:83 P:65 SP:F9
F819  B8        CLV                             A:70 X:33 Y:83 P:65 SP:F9
F81A  A9 70     LDA #$70                        A:70 X:33 Y:83 P:25 SP:F9
F81C  60        RTS                             A:70 X:33 Y:83 P:25 SP:F9
D2A8  45 78     EOR $78 = 70                    A:70 X:33 Y:83 P:25 SP:FB
D2AA  20 1D F8  JSR $F81D                       A:00 X:33 Y:83 P:27 SP:FB
F81D  D0 07     BNE $F826                       A:00 X:33 Y:83 P:27 SP:F9
F81F  70 05     BVS $F826                       A:00 X:33 Y:83 P:27 SP:F9
F821  90 03     BCC $F826                       A:00 X:33 Y:83 P:27 SP:F9
F823  30 01     BMI $F826                       A:00 X:33 Y:83 P:27 SP:F9
F825  60        RTS                             A:00 X:33 Y:83 P:27 SP:F9
D2AD  C8        INY                             A:00 X:33 Y:83 P:27 SP:FB
D2AE  A9 69     LDA #$69                        A:00 X:33 Y:84 P:A5 SP:FB
D2B0  85 78     STA $78 = 70                    A:69 X:33 Y:84 P:25 SP:FB
D2B2  20 29 F8  JSR $F829                       A:69 X:33 Y:84 P:25 SP:FB
F829  18        CLC                             A:69 X:33 Y:84 P:25 SP:F9
F82A  24 01     BIT $01 = 69                    A:69 X:33 Y:84 P:24 SP:F9
F82C  A9 00     LDA #$00                        A:69 X:33 Y:84 P:E4 SP:F9
F82E  60        RTS                             A:00 X:33 Y:84 P:66 SP:F9
D2B5  65 78     ADC $78 = FF                    A:00 X:33 Y:84 P:66 SP:FB
D2B7  20 2F F8  JSR $F82F                       A:69 X:33 Y:84 P:24 SP:FB
F82F  30 09     BMI $F83A                       A:69 X:33 Y:84 P:24 SP:F9
F831  B0 07     BCS $F83A                       A:69 X:33 Y:84 P:24 SP:F9
F833  C9 69     CMP #$69                        A:69 X:33 Y:84 P:24 SP:F9
F835  D0 03     BNE $F83A                       A:69 X:33 Y:84 P:27 SP:F9
F837  70 01     BVS $F83A                       A:69 X:33 Y:84 P:27 SP:F9
F839  60        RTS                             A:69 X:33 Y:84 P:27 SP:F9
D2BA  C8        INY                             A:69 X:33 Y:84 P:27 SP:FB
D2BB  20 3D F8  JSR $F83D                       A:69 X:33 Y:85 P:A5 SP:FB
F83D  38        SEC                             A:69 X:33 Y:85 P:A5 SP:F9
F83E  24 01     BIT $01 = 69                    A:69 X:33 Y:85 P:A5 SP:F9
F840  A9 00     LDA #$00                        A:69 X:33 Y:85 P:E5 SP:F9
F842  60        RTS                             A:00 X:33 Y:85 P:67 SP:F9
D2BE  65 78     ADC $78 = FF                    A:00 X:33 Y:85 P:67 SP:FB
D2C0  20 43 F8  JSR $F843                       A:6A X:33 Y:85 P:24 SP:FB
F843  30 09     BMI $F84E                       A:6A X:33 Y:85 P:24 SP:F9
F845  B0 07     BCS $F84E                       A:6A X:33 Y:85 P:24 SP:F9
F847  C9 6A     CMP #$6A                        A:6A X:33 Y:85 P:24 SP:F9
F849  D0 03     BNE $F84E                       A:6A X:33 Y:85 P:27 SP:F9
F84B  70 01     BVS $F84E                       A:6A X:33 Y:85 P:27 SP:F9
F84D  60        RTS                             A:6A X:33 Y:85 P:27 SP:F9
D2C3  C8        INY                             A:6A X:33 Y:85 P:27 SP:FB
D2C4  A9 7F     LDA #$7F                        A:6A X:33 Y:86 P:A5 SP:FB
D2C6  85 78     STA $78 = 69                    A:7F X:33 Y:86 P:25 SP:FB
D2C8  20 51 F8  JSR $F851                       A:7F X:33 Y:86 P:25 SP:FB
F851  38        SEC                             A:7F X:33 Y:86 P:25 SP:F9
F852  B8        CLV                             A:7F X:33 Y:86 P:25 SP:F9
F853  A9 7F     LDA #$7F                        A:7F X:33 Y:86 P:25 SP:F9
F855  60        RTS                             A:7F X:33 Y:86 P:25 SP:F9
D2CB  65 78     ADC $78 = 7F                    A:7F X:33 Y:86 P:25 SP:FB
D2CD  20 56 F8  JSR $F856                       A:FF X:33 Y:86 P:E4 SP:FB
F856  10 09     BPL $F861                       A:FF X:33 Y:86 P:E4 SP:F9
F858  B0 07     BCS $F861                       A:FF X:33 Y:86 P:E4 SP:F9
F85A  C9 FF     CMP #$FF                        A:FF X:33 Y:86 P:E4 SP:F9
F85C  D0 03     BNE $F861                       A:FF X:33 Y:86 P:67 SP:F9
F85E  50 01     BVC $F861                       A:FF X:33 Y:86 P:67 SP:F9
F860  60        RTS                             A:FF X:33 Y:86 P:67 SP:F9
D2D0  C8        INY                             A:FF X:33 Y:86 P:67 SP:FB
D2D1  A9 80     LDA #$80                        A:FF X:33 Y:87 P:E5 SP:FB
D2D3  85 78     STA $78 = 7F                    A:80 X:33 Y:87 P:E5 SP:FB
D2D5  20 64 F8  JSR $F864                       A:80 X:33 Y:87 P:E5 SP:FB
F864  18        CLC                             A:80 X:33 Y:87 P:E5 SP:F9
F865  24 01     BIT $01 = 80                    A:80 X:33 Y:87 P:E4 SP:F9
F867  A9 7F     LDA #$7F                        A:80 X:33 Y:87 P:E4 SP:F9
F869  60        RTS                             A:7F X:33 Y:87 P:64 SP:F9
D2D8  65 78     ADC $78 = FF                    A:7F X:33 Y:87 P:64 SP:FB
D2DA  20 6A F8  JSR $F86A                       A:FF X:33 Y:87 P:A4 SP:FB
F86A  10 09     BPL $F875                       A:FF X:33 Y:87 P:A4 SP:F9
F86C  B0 07     BCS $F875                       A:FF X:33 Y:87 P:A4 SP:F9
F86E  C9 FF     CMP #$FF                        A:FF X:33 Y:87 P:A4 SP:F9
F870  D0 03     BNE $F875                       A:FF X:33 Y:87 P:27 SP:F9
F872  70 01     BVS $F875                       A:FF X:33 Y:87 P:27 SP:F9
F874  60        RTS                             A:FF X:33 Y:87 P:27 SP:F9
D2DD  C8        INY                             A:FF X:33 Y:87 P:27 SP:FB
D2DE  20 78 F8  JSR $F878                       A:FF X:33 Y:88 P:A5 SP:FB
F878  38        SEC                             A:FF X:33 Y:88 P:A5 SP:F9
F879  B8        CLV                             A:FF X:33 Y:88 P:A5 SP:F9
F87A  A9 7F     LDA #$7F                        A:FF X:33 Y:88 P:A5 SP:F9
F87C  60        RTS                             A:7F X:33 Y:88 P:25 SP:F9
D2E1  65 78     ADC $78 = 80                    A:7F X:33 Y:88 P:25 SP:FB
D2E3  20 7D F8  JSR $F87D                       A:00 X:33 Y:88 P:27 SP:FB
F87D  D0 07     BNE $F886                       A:00 X:33 Y:88 P:27 SP:F9
F87F  30 05     BMI $F886                       A:00 X:33 Y:88 P:27 SP:F9
F881  70 03     BVS $F886                       A:00 X:33 Y:88 P:27 SP:F9
F883  90 01     BCC $F886                       A:00 X:33 Y:88 P:27 SP:F9
F885  60        RTS                             A:00 X:33 Y:88 P:27 SP:F9
D2E6  C8        INY                             A:00 X:33 Y:88 P:27 SP:FB
D2E7  A9 40     LDA #$40                        A:00 X:33 Y:89 P:A5 SP:FB
D2E9  85 78     STA $78 = 80                    A:40 X:33 Y:89 P:25 SP:FB
D2EB  20 89 F8  JSR $F889                       A:40 X:33 Y:89 P:25 SP:FB
F889  24 01     BIT $01 = 40                    A:40 X:33 Y:89 P:25 SP:F9
F88B  A9 40     LDA #$40                        A:40 X:33 Y:89 P:E5 SP:F9
F88D  60        RTS                             A:40 X:33 Y:89 P:65 SP:F9
D2EE  C5 78     CMP $78 = FF                    A:40 X:33 Y:89 P:65 SP:FB
D2F0  20 8E F8  JSR $F88E                       A:40 X:33 Y:89 P:67 SP:FB
F88E  30 07     BMI $F897                       A:40 X:33 Y:89 P:67 SP:F9
F890  90 05     BCC $F897                       A:40 X:33 Y:89 P:67 SP:F9
F892  D0 03     BNE $F897                       A:40 X:33 Y:89 P:67 SP:F9
F894  50 01     BVC $F897                       A:40 X:33 Y:89 P:67 SP:F9
F896  60        RTS                             A:40 X:33 Y:89 P:67 SP:F9
D2F3  C8        INY                             A:40 X:33 Y:89 P:67 SP:FB
D2F4  48        PHA                             A:40 X:33 Y:8A P:E5 SP:FB
D2F5  A9 3F     LDA #$3F                        A:40 X:33 Y:8A P:E5 SP:FA
D2F7  85 78     STA $78 = 40                    A:3F X:33 Y:8A P:65 SP:FA
D2F9  68        PLA                             A:3F X:33 Y:8A P:65 SP:FA
D2FA  20 9A F8  JSR $F89A                       A:40 X:33 Y:8A P:65 SP:FB
F89A  B8        CLV                             A:40 X:33 Y:8A P:65 SP:F9
F89B  60        RTS                             A:40 X:33 Y:8A P:25 SP:F9
D2FD  C5 78     CMP $78 = 3F                    A:40 X:33 Y:8A P:25 SP:FB
D2FF  20 9C F8  JSR $F89C                       A:40 X:33 Y:8A P:25 SP:FB
F89C  F0 07     BEQ $F8A5                       A:40 X:33 Y:8A P:25 SP:F9
F89E  30 05     BMI $F8A5                       A:40 X:33 Y:8A P:25 SP:F9
F8A0  90 03     BCC $F8A5                       A:40 X:33 Y:8A P:25 SP:F9
F8A2  70 01     BVS $F8A5                       A:40 X:33 Y:8A P:25 SP:F9
F8A4  60        RTS                             A:40 X:33 Y:8A P:25 SP:F9
D302  C8        INY                             A:40 X:33 Y:8A P:25 SP:FB
D303  48        PHA                             A:40 X:33 Y:8B P:A5 SP:FB
D304  A9 41     LDA #$41                        A:40 X:33 Y:8B P:A5 SP:FA
D306  85 78     STA $78 = 3F                    A:41 X:33 Y:8B P:25 SP:FA
D308  68        PLA                             A:41 X:33 Y:8B P:25 SP:FA
D309  C5 78     CMP $78 = 41                    A:40 X:33 Y:8B P:25 SP:FB
D30B  20 A8 F8  JSR $F8A8                       A:40 X:33 Y:8B P:A4 SP:FB
F8A8  F0 05     BEQ $F8AF                       A:40 X:33 Y:8B P:A4 SP:F9
F8AA  10 03     BPL $F8AF                       A:40 X:33 Y:8B P:A4 SP:F9
F8AC  10 01     BPL $F8AF                       A:40 X:33 Y:8B P:A4 SP:F9
F8AE  60        RTS                             A:40 X:33 Y:8B P:A4 SP:F9
D30E  C8        INY                             A:40 X:33 Y:8B P:A4 SP:FB
D30F  48        PHA                             A:40 X:33 Y:8C P:A4 SP:FB
D310  A9 00     LDA #$00                        A:40 X:33 Y:8C P:A4 SP:FA
D312  85 78     STA $78 = 41                    A:00 X:33 Y:8C P:26 SP:FA
D314  68        PLA                             A:00 X:33 Y:8C P:26 SP:FA
D315  20 B2 F8  JSR $F8B2                       A:40 X:33 Y:8C P:24 SP:FB
F8B2  A9 80     LDA #$80                        A:40 X:33 Y:8C P:24 SP:F9
F8B4  60        RTS                             A:80 X:33 Y:8C P:A4 SP:F9
D318  C5 78     CMP $78 = 00                    A:80 X:33 Y:8C P:A4 SP:FB
D31A  20 B5 F8  JSR $F8B5                       A:80 X:33 Y:8C P:A5 SP:FB
F8B5  F0 05     BEQ $F8BC                       A:80 X:33 Y:8C P:A5 SP:F9
F8B7  10 03     BPL $F8BC                       A:80 X:33 Y:8C P:A5 SP:F9
F8B9  90 01     BCC $F8BC                       A:80 X:33 Y:8C P:A5 SP:F9
F8BB  60        RTS                             A:80 X:33 Y:8C P:A5 SP:F9
D31D  C8        INY                             A:80 X:33 Y:8C P:A5 SP:FB
D31E  48        PHA                             A:80 X:33 Y:8D P:A5 SP:FB
D31F  A9 80     LDA #$80                        A:80 X:33 Y:8D P:A5 SP:FA
D321  85 78     STA $78 = 00                    A:80 X:33 Y:8D P:A5 SP:FA
D323  68        PLA                             A:80 X:33 Y:8D P:A5 SP:FA
D324  C5 78     CMP $78 = 80                    A:80 X:33 Y:8D P:A5 SP:FB
D326  20 BF F8  JSR $F8BF                       A:80 X:33 Y:8D P:27 SP:FB
F8BF  D0 05     BNE $F8C6                       A:80 X:33 Y:8D P:27 SP:F9
F8C1  30 03     BMI $F8C6                       A:80 X:33 Y:8D P:27 SP:F9
F8C3  90 01     BCC $F8C6                       A:80 X:33 Y:8D P:27 SP:F9
F8C5  60        RTS                             A:80 X:33 Y:8D P:27 SP:F9
D329  C8        INY                             A:80 X:33 Y:8D P:27 SP:FB
D32A  48        PHA                             A:80 X:33 Y:8E P:A5 SP:FB
D32B  A9 81     LDA #$81                        A:80 X:33 Y:8E P:A5 SP:FA
D32D  85 78     STA $78 = 80                    A:81 X:33 Y:8E P:A5 SP:FA
D32F  68        PLA                             A:81 X:33 Y:8E P:A5 SP:FA
D330  C5 78     CMP $78 = 81                    A:80 X:33 Y:8E P:A5 SP:FB
D332  20 C9 F8  JSR $F8C9                       A:80 X:33 Y:8E P:A4 SP:FB
F8C9  B0 05     BCS $F8D0                       A:80 X:33 Y:8E P:A4 SP:F9
F8CB  F0 03     BEQ $F8D0                       A:80 X:33 Y:8E P:A4 SP:F9
F8CD  10 01     BPL $F8D0                       A:80 X:33 Y:8E P:A4 SP:F9
F8CF  60        RTS                             A:80 X:33 Y:8E P:A4 SP:F9
D335  C8        INY                             A:80 X:33 Y:8E P:A4 SP:FB
D336  48        PHA                             A:80 X:33 Y:8F P:A4 SP:FB
D337  A9 7F     LDA #$7F                        A:80 X:33 Y:8F P:A4 SP:FA
D339  85 78     STA $78 = 81                    A:7F X:33 Y:8F P:24 SP:FA
D33B  68        PLA                             A:7F X:33 Y:8F P:24 SP:FA
D33C  C5 78     CMP $78 = 7F                    A:80 X:33 Y:8F P:A4 SP:FB
D33E  20 D3 F8  JSR $F8D3                       A:80 X:33 Y:8F P:25 SP:FB
F8D3  90 05     BCC $F8DA                       A:80 X:33 Y:8F P:25 SP:F9
F8D5  F0 03     BEQ $F8DA                       A:80 X:33 Y:8F P:25 SP:F9
F8D7  30 01     BMI $F8DA                       A:80 X:33 Y:8F P:25 SP:F9
F8D9  60        RTS                             A:80 X:33 Y:8F P:25 SP:F9
D341  C8        INY                             A:80 X:33 Y:8F P:25 SP:FB
D342  A9 40     LDA #$40                        A:80 X:33 Y:90 P:A5 SP:FB
D344  85 78     STA $78 = 7F                    A:40 X:33 Y:90 P:25 SP:FB
D346  20 31 F9  JSR $F931                       A:40 X:33 Y:90 P:25 SP:FB
F931  24 01     BIT $01 = 40                    A:40 X:33 Y:90 P:25 SP:F9
F933  A9 40     LDA #$40                        A:40 X:33 Y:90 P:E5 SP:F9
F935  38        SEC                             A:40 X:33 Y:90 P:65 SP:F9
F936  60        RTS                             A:40 X:33 Y:90 P:65 SP:F9
D349  E5 78     SBC $78 = FF                    A:40 X:33 Y:90 P:65 SP:FB
D34B  20 37 F9  JSR $F937                       A:00 X:33 Y:90 P:27 SP:FB
F937  30 0B     BMI $F944                       A:00 X:33 Y:90 P:27 SP:F9
F939  90 09     BCC $F944                       A:00 X:33 Y:90 P:27 SP:F9
F93B  D0 07     BNE $F944                       A:00 X:33 Y:90 P:27 SP:F9
F93D  70 05     BVS $F944                       A:00 X:33 Y:90 P:27 SP:F9
F93F  C9 00     CMP #$00                        A:00 X:33 Y:90 P:27 SP:F9
F941  D0 01     BNE $F944                       A:00 X:33 Y:90 P:27 SP:F9
F943  60        RTS                             A:00 X:33 Y:90 P:27 SP:F9
D34E  C8        INY                             A:00 X:33 Y:90 P:27 SP:FB
D34F  A9 3F     LDA #$3F                        A:00 X:33 Y:91 P:A5 SP:FB
D351  85 78     STA $78 = 40                    A:3F X:33 Y:91 P:25 SP:FB
D353  20 47 F9  JSR $F947                       A:3F X:33 Y:91 P:25 SP:FB
F947  B8        CLV                             A:3F X:33 Y:91 P:25 SP:F9
F948  38        SEC                             A:3F X:33 Y:91 P:25 SP:F9
F949  A9 40     LDA #$40                        A:3F X:33 Y:91 P:25 SP:F9
F94B  60        RTS                             A:40 X:33 Y:91 P:25 SP:F9
D356  E5 78     SBC $78 = 3F                    A:40 X:33 Y:91 P:25 SP:FB
D358  20 4C F9  JSR $F94C                       A:01 X:33 Y:91 P:25 SP:FB
F94C  F0 0B     BEQ $F959                       A:01 X:33 Y:91 P:25 SP:F9
F94E  30 09     BMI $F959                       A:01 X:33 Y:91 P:25 SP:F9
F950  90 07     BCC $F959                       A:01 X:33 Y:91 P:25 SP:F9
F952  70 05     BVS $F959                       A:01 X:33 Y:91 P:25 SP:F9
F954  C9 01     CMP #$01                        A:01 X:33 Y:91 P:25 SP:F9
F956  D0 01     BNE $F959                       A:01 X:33 Y:91 P:27 SP:F9
F958  60        RTS                             A:01 X:33 Y:91 P:27 SP:F9
D35B  C8        INY                             A:01 X:33 Y:91 P:27 SP:FB
D35C  A9 41     LDA #$41                        A:01 X:33 Y:92 P:A5 SP:FB
D35E  85 78     STA $78 = 3F                    A:41 X:33 Y:92 P:25 SP:FB
D360  20 5C F9  JSR $F95C                       A:41 X:33 Y:92 P:25 SP:FB
F95C  A9 40     LDA #$40                        A:41 X:33 Y:92 P:25 SP:F9
F95E  38        SEC                             A:40 X:33 Y:92 P:25 SP:F9
F95F  24 01     BIT $01 = 41                    A:40 X:33 Y:92 P:25 SP:F9
F961  60        RTS                             A:40 X:33 Y:92 P:E5 SP:F9
